ojibwe_word,english_translation,word_class,source,license,orthography,notes,audio_url
agwaabikiz,burn s.o. to the pan,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indagwaabikizwaa; pn egwaabikizwaad,
agwaabikizan,burn s.t. to the pan,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indagwaabikizaan; pn egwaabikizang,
agwaabikizo,burn to the pan,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"pn egwaabikizod agwaabizh /agwaabiN-/ vta pull s.o. ashore, pull s.o. from the water; Isg indagwaabinaa; prt egwaabinaad agwaabiiga' /agwaabiiga'w-/ vta take s.o. off the water using something; Isg indagwaabiiga'waa; pn egwaabiiga'waad agwaabiiga'amaw vta take (s.t.) off the water using something for s.o.; Isg indagwaabiiga'amawaa; pn egwaabiiga'amawaad agwaabiiga'an vti take s.t. off the water using something; Isg indagwaabiiga'aan; pn egwaabiiga'ang",
agwaabiigin,"take s.o. off the water, take s.o. off the fire",vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indagwaabiiginaa; pn egwaabiiginaad,
agwaabiiginan,"take s.t. off the water, take s.t. off the fire",vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indagwaabiiginaa; pn egwaabiiginaad agwaadaabaadan tv; drag s.t. ashore; Isg indagwaadaabaadaan; prt egwaadaabaadang agwaadaabaazh /agwaadaabaaN-/ vta drag s.o. ashore; Isg indagwaadaabaanaa; prt egwaaadaabaanaad,
agwaadaabii,drag something ashore,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indagwaadaabii; prt egwaadaabiid,
agwaagoshi,be moldy,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn egwaagoshid,
agwaagosin,be moldy,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Prt egwaagosing,
agwaagwaabikad,be rusty,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn egwaagwaabikak,
agwaagwaabikishin,turn rusty,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn egwaagwaabikishing,
agwaagwaabikisin,turn rusty,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn egwaagwaabikising,
agwaagwaabikizi,be rusty,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"prt egwaagwaabikizid agwaa'o vai land, come ashore in a boat; Isg indagwaa'; prt egwaa'od; also agwaa'am agwaa'oodoon vti2 take s.t. ashore by boat; hg indagwaa'oodoon; pn egwaa'oodood agwaakwa'an—akwaa agwaakwa'an vti nail s.t. up against the wall, post s.t. up; Isg indagwaakwa'aan; prt egwaakwa'ang agwaakwa'igan m sign, notice, poster; pi agwaakwa'iganan; lac agwaakwa'iganing; dim agwaakwa'igaans",
agwaanaaso,unload a boat,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,7s? indagwaanaas; prt egwaanaasod,
agwaashim,"take s.o. ashore, take s.o. off the fire",vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"Isg indagwaashimaa; prt egwaashimaad agwaasidoon vti2 take s.t. ashore, take s.t. off the fire; Isg indagwaasidoon; prt egwaasidood",
agwaasijigaade,"be taken ashore, be taken off the fire",vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt egwaasijigaadeg; aug agwaasijigaademagad; prt aug egwaasijigaademagak,
agwaasijigaazo,"be taken ashore, be taken off the fire",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt egwaasijigaazod,
agwaataa,"go ashore, come ashore",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indagwaataa; prt egwaataad,
agwaawebin,throw s.o. out of the water,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg indagwaawebinaa; prt egwaawebinaad,
agwaawebinamaw,throw (s.t.) out of the water for s.o.,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg iindagwaawebinamawaa; prt egwaawebinamawaad,
agwaawebinan,throw s.t. out of the water,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indagwaawebinaan; prt egwaawebinang,
agwaayaadagaa,swim ashore,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indagwaayaadagaa; pri egwaayaadagaad,
agwaayaashi,"be blown ashore, sail ashore",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indagwaayaash; prr egwaayaashid,
agwaayaasin,be blown ashore,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"prt egwaayaasing a'awpr that animate singular demonstrative; also aw, 'aw, 'a a'awedi pr that over there animate singular demonstrative; also awedi",
ajidagoode,hang upside down,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt ejidagoodeg; aug ajidagoodemagad; prt aug ejidagoodemagak ajidagoodoon un'2 hang s.t. upside down; Isg indajidagoodoon; prt ejidagoodood,
ajidagoojin,hang upside down,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt ejidagoojing ajidagoozh /ajidagooN-/ vta hang s.o. upside down; Isg indajidagoonaa; prt ejidagoonaad,
ajidamoo,red squirrel,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi ajidamoog; dim ajidamoons,
ajidin,hold s.o. upside down,via,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indajidinaa; prt ejidinaad,
ajidinan,hold s.t. upside down,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indajidinaan; prt ejidinang,
ajijaak,sandhill crane,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi ajijaakwag; dim ajijaakoons,
ajijibizo,fall head first,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indajijibiz; prt ejijibizod,
ajijiingwese,fall on one's face,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indajijiingwese; prt ejijiingwesed,
ajina,"a little while akakanzhe m charcoal, coals, coal",pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"lac akakanzheng; dim akakanzhens akakanzhebwe vai+o cook (s.t.) on the coals, grill (s.t.); hg indakakanzhebwe, indakakanzhebwen; prt ekakanzhebwed",
akakanzhekaa,"be coals, be hot ashes",vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt ekakanzhekaag; aug akakanzhekaamagad; prt aug ekakanzhekaamagak,
akakojiish,woodchuck,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi akakojiishag; dim akakojiishens,
akamaw,lie in wait for s.o.,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indakamawaa; pn ekamawaad,
akandoo,"lie in wait for game, use a blind",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indakandoo; prt ekandood,
akandoowin,hunting blind,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi akandoowinan; loc akandoowining; dim akandoowinens,
akawaabam,"wait in watch for s.o., expect s.o. to come",vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indakawaabamaa; prt ekawaabamaad,
akawaabandan,"wait in watch for s.t., expect s.t. to come",vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indakawaabandaan; prr ekawaabandang,
akawaabi,"wait in watch, expect",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indakawaab; prt ekawaabid,
akawe,"first (in a time sequence), first of all",pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,also kawe,
akeyaa,in the direction of,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"also gakeyaa, nakakeyaa*",
aki,"earth, land, ground, country",ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi akiin; loc akiing; dim akiins,
akik,"kettle, pail, pot, pan",na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi akikoog; loc akikong; dim akikoons,
akikoons,outboard motor,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi akikoonsag; loc akikoonsing,
akina,"all, every",pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"also kina, gakina akina gegoo pr everything; also kina gegoo, gakina gegoo",
akiwenzii,old man,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi akiwenziiyag,
akiwenziiyiwi,be an old man,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indakiwenziiyiw; prt ekiwenziiyiwid akii-mazina'igan ni map; pi akii-mazina'iganan; he akii-mazina'iganing; dim akiimazina'igaans,
akiiwan,be the earth,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt ekiiwang,
akiiwe-wiigiwaam,earth lodge,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi akiiwewiigiwaaman; loc akiiwe-wiigiwaaming; dim akiiwe-wiigiwaamens,
akiiwigamig,"sod house, root house",ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"pI akiiwigamigoon; he akiiwigamigong; dim akiiwigamigoons ako- pv3 since, a certain length, as long as, as far as akoo' vta make s.o. a certain length, make s.o. so long; Isg indakoo'aa; prt ekoo'aad akootoon vti2 make s.t. a certain length, make s.t. so long; Isg indakootoon; prt ekootood",
akoozi,"be a certain length, be a certain height, be so long, be so tall",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indakooz; prt ekoozid akwa'waa vai fish through the ice with spear; Isg indakwa'waa; prt ekwa'waad akwa'wewigamig ni fish house for spearing; pi akwa'wewigamigoon; loc akwa'wewigamigong; dim akwa'wewigamigoons,
akwanaamo,"be short of breath, take short breaths",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indakwanaam; prt ekwanaamod,
akwaa,"be a certain length, be a certain height, be so long, be so tall",vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt ekwaag; aug akwaamagad; prt aug ekwaamagak akwaabikad—anaamakamig,
akwaabikad,"be a certain length (as something mineral), be so long (as something mineral)",vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"prt ekwaabikak akwaabikizi vat be a certain length (as something mineral), be so long (as something mineral); prt ekwaabikizid",
akwaabiigad,"be a certain length (as something string-like), be so long (as something stringlike)",vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt ekwaabiigak,
akwaabiigizi,"be a certain length (as something string-like), be so long (as something stringlike)",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt ekwaabiigizid,
akwaakozi,"be a certain height, be a certain length (as something stick- or wood-like)",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg indakwaakoz; prt ekwaakozid,
akwaakwad,"be a certain height, be a certain length (as something stick- or wood-like)",vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt ekwaakwak,
akwaakwaa,woods go a certain distance,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt ekwaakwaag; aug akwaakwaamagad; prt aug ekwaakwaamagak,
akwaandawaagan,"stairway, ladder, elevator",ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi akwaandawaaganan; loc akwaandawaaganing; Jim akwaandawaagaans,
akwaandawe,"climb up, go upstairs",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indakwaandawe; prt ekwaandawed,
akwaandawebatoo,climb up fast,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indakwaandawebatoo; prt ekwaandawebatood,
akwaandawebizo,"climb up fast (e.g., in an elevator)",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indakwaandawebiz; prt ekwaandawebizod,
akwaandawebizon,elevator,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi akwaandawebizonan; loc akwaandawebizoning; dim akwaandawebizonens,
akwegad,"be a certain length (as something sheet-like), be so long (as something sheetlike)",vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt ekwegak,
akwegizi,"be a certain length (as something sheet-like), be so long (as something sheetlike)",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn ekwegizid,
akwiindimaa,be deep to a certain extent,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt ekwiindimaag; aug akwiindimaamagad; pn aug ekwiindimaamagak,
amadaji,wake from being cold,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg indamadaj; prt emadajid,
amadin,wake s.o.,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,hg indamadinaa; prt emadinaad,
amajim,wake s.o. by vocal noise,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indamajimaa; prt emajimaad,
amajine,wake from pain,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indamajine; prt emajined,
amajise,come awake,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indamajise; pn emajised,
amajwebin,shake s.o. awake,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indamajwebinaa; prt emajwebinaad,
amaniso,be alarmed,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indamanis; prt emanisod,
amanisodaw,be alarmed by s.o.,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indamanisodawaa; prt emanisodawaad,
amanj,"I don't know how, I wonder how dubitative",pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"also amanj iidog, namanj*, namanj iidog* amanj apii pc I don't know when, I wonder when dubitative amanj igo pc however dubitative amanj igo apii pc whenever, anytime dubitative",
ambe,"come on!, let's go!, attention!",pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
amik,beaver,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi amikwag; dim amikoons,
amikwayaan,beaver hide,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi amikwayaanag; dim amikwa/aanens,
amikwiish,beaver lodge,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi amikwiishan; loc amikwiishing; dim amikwiishens,
amo,eat s.o.,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"Isg indamwaa; prt emwaad ana'o vai choke on something stuck in one's throat; Isg indana'; pn ena'od anama'e- pv4 Christian; also anameanama'e-giizhigad vii be Sunday; prt enama'egiizhigak; also aname-giizhigad anama'e-mazina'igan ni prayer book; pi anama'emazina'iganan; loc anama'e-mazina'iganing; dim anama'e-mazina'igaans anama'eminensag na rosary plural anama'e-nagamon ni hymn; pi anama'enagamonan anama'etaw vta pray for s.o.; Isg indanama'etawaa; pn enama'etawaad anama'ewigamig ni church; pi anama'ewigamigoon; loc anama'ewigamigong; dim anama'ewigamigoons; also anamewigamig anama'ewikwe na nun; pi anama'ewikweg; dim anama'ewikwens anami'aa vai pray, be Christian; Isg indanami'aa; prt enami'aad",
anamikaw,greet s.o.,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indanamikawaa; prt enamikawaad,
anamikaadiwag,they greet each other,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Ipl indanamikaadimin; prt enamikaadijig,
anamikaage,greet people,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indanamikaage; pn enamikaaged,
anang,star,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi anangoog; loc anangong; dim anangoons,
anaakan,"woven mat, rug",ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi anaakanan; loc anaakaning; dim anaakanens anaakan (mat),
anaakanashk,"reed, rush",ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pi anaakanashkoon; loc anaakanashkong; dim anaakanashkoons,
anaamakamig,under the ground anaamaki—animikon,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
anaamaki,underground anaamayi'ii pc under it,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
anaamaagon,under the snow,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"also anaamaagonag anaamaatig /x under wood (e.g., a tree or stick)",
anaamendan,suspect s.t.,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indanaamendaari; prt enaamendang,
anaamenim,suspect s.o.,vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indanaamenimaa; prt enaamenimaad anaami- pn under anaamibiig/>c underwater,
anaamim,"blame s.o. (in speech), accuse s.o.",vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indanaamimaa; pn enaamimaad,
anaamindiwag,they blame each other,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Ipi indanaamindimin; prt enaamindijig,
anaamindizo,blame oneself,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indanaamindiz; prt enaamindizod,
anaaminge,blame people,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indanaaminge; pn enaaminged,
anaamisag,"under the floor, in the basement",pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
anaamisagadaweshiinh,wren,na,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,/)/ anaamisagadaweshiinyag,
anaamiskwam,under the ice,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
anaamiindim,in the depths of a body of water,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
anaamoonag,under a boat,pc,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
angobide,wear out in operation,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt engobideg; aug angobidemagad; pn aug engobidemagak,
angobizo,wear out in operation,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,pn engobizod ango' vta reduce s.o. to nothing; Isg indango'aa; pn engo'aad,
angoshkan,wear s.t. out with foot or body,vti,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indangoshkaan; pn engoshkang,
angoshkaw,"wear s.o. out with foot or body (e.g., pants)",vta,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"Isg indangoshkawaa; pn engoshkawaad angotoon vti2 reduce s.t. to nothing; Isg indangotoon; prt engotood ani- pv2 going away, going along, in progress, on the way, coming up to in time; also ni-",
anijiiminan,peas plural,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,,
anijiiminaaboo,pea soup,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,loc anijiiminaaboong,
anikamaanan,suspenders plural anima'adoo vai follow a trail away,ni,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indanima'adoo; prt enima'adood anima'adoon vti2 follow s.t. away as a trail; Isg indanima'adoon; prt enima'adood anima'amaazo vai go away singing; Isg indanima'amaaz; pn enima'amaazod anima'azh /anima'aN-/ vta follow s.o.'s trail away; Isg indanima'anaa; pn enima'anaad anima'oodoon vn2 take s.t. away by boat; Isg indanima'oodoon; pn enima'oodood anima'oozh /anima'ooN-/ vta take s.o. away by boat; Isg indanima'oonaa; pn enima'oonaad,
animaabogo,"float away, drift away",vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,"Isg indanimaabog; pn enimaabogod animaaboode mi float away, drift away; pn enimaaboodeg; aug animaaboodemagad; prt aug enimaaboodemagak",
animaadagaa,swim away,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indanimaadagaa; prt enimaadagaad,
animaadagaako,go away on the ice,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indanimaadagaak; pn enimaadagaakod,
animaadagaazii,wade away,vai,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,Isg indanimaadagaazii; pn enimaadagaaziid animaada'e vai skate away; Isg indanimaada'e; prt enimaada'ed animaa'an vii drift away on the waves; pn enimaa'ang animaa'ogo vai drift away on the waves; Isg indanimaa'og; pn enimaa'ogod,
animaanakwad,clouds go away,vii,PDF Dictionary Extract,Public Domain,Fiero Double Vowel,prt enimaanakwak,
